TIME,H2S-ppb,H2S-ppb-zugam,speed-avg,speed-max,vane-avg
12/03/2025 09:21:15,0.0,24.89,0.29,1.34,273.0
12/03/2025 09:26:08,0.0,23.33,0.37,1.01,272.0
12/03/2025 09:30:53,0.0,23.14,0.31,1.34,288.0
12/03/2025 09:36:07,0.0,9.74,1.07,2.35,112.0
12/03/2025 09:40:53,0.0,18.7,0.74,1.68,110.0
12/03/2025 09:46:07,0.0,20.8,0.4,2.35,118.0
12/03/2025 09:50:55,0.0,17.75,0.78,2.35,98.0
12/03/2025 09:56:07,0.0,22.83,1.16,2.68,112.0
12/03/2025 10:00:55,0.0,21.43,0.93,2.01,107.0
12/03/2025 10:06:07,0.0,17.82,1.75,3.02,126.0
12/03/2025 10:10:53,0.0,20.13,0.77,2.35,128.0
12/03/2025 10:16:07,0.0,16.4,1.02,2.68,77.0
12/03/2025 10:21:13,0.0,20.2,1.19,2.35,100.0
12/03/2025 10:26:07,4.44,23.45,1.34,3.35,88.0
12/03/2025 10:30:55,3.15,17.46,1.51,2.68,58.0
12/03/2025 10:36:07,3.75,18.57,1.73,3.35,51.0
12/03/2025 10:40:53,5.18,18.77,1.04,3.35,86.0
12/03/2025 10:46:07,3.81,17.88,1.33,2.35,83.0
12/03/2025 10:50:53,4.47,24.37,1.27,2.35,84.0
12/03/2025 10:56:07,3.37,17.92,1.72,3.02,43.0
12/03/2025 11:00:53,3.64,20.45,1.6,3.02,42.0
12/03/2025 11:06:07,3.31,19.93,1.74,3.35,24.0
12/03/2025 11:10:55,3.75,17.33,1.86,3.35,49.0
12/03/2025 11:16:07,3.57,15.14,1.09,2.01,74.0
12/03/2025 11:21:16,3.31,11.85,1.77,3.02,59.0
12/03/2025 11:26:07,3.7,15.62,1.69,3.02,46.0
12/03/2025 11:30:53,3.15,11.28,1.01,2.68,27.0
12/03/2025 11:36:07,3.7,12.95,1.14,2.68,44.0
12/03/2025 11:40:54,3.3,10.21,1.28,2.68,7.0
12/03/2025 11:46:08,3.62,13.65,1.37,2.68,30.0
12/03/2025 11:50:55,3.58,11.1,1.23,2.35,43.0
12/03/2025 11:56:07,3.25,15.44,1.02,2.68,20.0
12/03/2025 12:00:55,3.75,9.23,0.96,2.35,327.0
12/03/2025 12:06:07,3.38,15.56,0.42,1.34,83.0
12/03/2025 12:10:54,3.69,13.16,1.01,2.35,11.0
12/03/2025 12:16:08,3.6,11.09,1.11,2.68,11.0
12/03/2025 12:21:13,3.32,12.25,1.33,2.68,29.0
12/03/2025 12:26:07,3.97,11.77,1.61,3.69,24.0
12/03/2025 12:30:55,3.06,11.93,1.16,2.01,355.0
12/03/2025 12:36:07,3.95,10.32,0.89,2.01,355.0
12/03/2025 12:40:55,3.56,10.52,1.59,2.68,27.0
12/03/2025 12:46:08,3.48,9.43,2.38,4.02,10.0
12/03/2025 12:50:53,3.79,6.31,1.79,2.68,346.0
12/03/2025 12:56:07,3.12,9.55,1.19,2.35,339.0
12/03/2025 13:00:53,3.79,8.62,0.76,2.01,335.0
12/03/2025 13:06:07,3.66,11.04,0.49,1.34,12.0
12/03/2025 13:10:54,3.41,11.53,0.86,2.35,38.0
12/03/2025 13:16:08,3.77,15.32,1.13,2.68,17.0
12/03/2025 13:21:15,3.23,11.19,0.53,1.68,25.0
12/03/2025 13:26:07,3.86,17.8,0.6,2.01,55.0
12/03/2025 13:30:56,3.39,14.14,0.9,2.01,357.0
12/03/2025 13:36:08,3.75,12.74,1.21,2.01,342.0
12/03/2025 13:40:53,3.67,10.16,0.5,2.35,341.0
12/03/2025 13:46:07,3.33,13.62,0.52,2.01,330.0
12/03/2025 13:50:53,3.83,13.11,0.75,1.68,330.0
12/03/2025 13:56:08,3.29,14.01,0.73,1.68,336.0
12/03/2025 14:00:54,3.5,14.33,0.48,2.01,347.0
12/03/2025 14:06:08,3.52,11.18,1.0,2.01,347.0
12/03/2025 14:10:55,3.48,12.86,0.41,1.01,64.0
12/03/2025 14:16:07,3.59,13.81,0.71,1.68,346.0
12/03/2025 14:21:15,3.21,10.11,0.55,1.34,342.0
12/03/2025 14:26:08,3.64,14.68,0.59,1.34,45.0
12/03/2025 14:30:55,3.48,11.84,0.6,1.34,56.0
12/03/2025 14:36:07,3.53,14.33,0.69,1.68,39.0
12/03/2025 14:40:54,3.52,12.22,0.89,1.34,358.0
12/03/2025 14:46:08,3.2,11.65,0.75,1.68,356.0
12/03/2025 14:50:53,3.83,11.42,0.55,1.34,16.0
12/03/2025 14:56:07,4.02,15.98,0.63,1.68,353.0
12/03/2025 15:00:53,3.55,16.19,0.29,1.34,339.0
12/03/2025 15:06:07,3.72,13.91,0.47,1.68,343.0
12/03/2025 15:10:56,3.34,13.15,1.41,2.01,29.0
12/03/2025 15:16:07,3.74,11.51,0.82,1.68,33.0
12/03/2025 15:21:16,3.46,8.87,0.54,1.34,354.0
12/03/2025 15:26:07,6.15,10.52,0.67,1.68,10.0
12/03/2025 15:30:53,4.95,10.21,0.92,2.01,356.0
12/03/2025 15:36:07,5.29,8.71,0.56,1.68,37.0
12/03/2025 15:40:53,9.11,9.49,0.53,1.34,34.0
12/03/2025 15:46:07,7.91,9.83,0.91,2.35,38.0
12/03/2025 15:50:55,9.47,8.1,0.67,1.68,41.0
12/03/2025 15:56:07,11.82,10.75,0.55,1.01,74.0
12/03/2025 16:00:56,5.47,10.15,0.29,1.34,77.0
12/03/2025 16:06:07,7.12,12.16,0.61,1.34,71.0
12/03/2025 16:10:53,3.16,9.98,0.39,1.01,51.0
12/03/2025 16:16:07,5.48,11.57,0.69,1.34,356.0
12/03/2025 16:21:13,3.73,15.02,0.5,1.01,338.0
12/03/2025 16:26:07,5.43,13.14,0.55,1.34,350.0
12/03/2025 16:30:55,5.38,10.82,1.21,2.01,12.0
12/03/2025 16:36:07,3.32,10.6,0.77,2.01,351.0
12/03/2025 16:40:55,4.0,13.09,1.37,2.35,5.0
12/03/2025 16:46:07,3.44,17.32,0.74,1.68,85.0
12/03/2025 16:50:53,3.55,15.82,0.45,1.34,170.0
12/03/2025 16:56:07,3.55,17.92,0.77,1.68,86.0
12/03/2025 17:00:53,3.38,15.77,0.78,1.34,61.0
12/03/2025 17:06:08,3.65,14.48,0.24,1.01,119.0
12/03/2025 17:10:54,3.16,15.8,0.38,0.67,75.0
12/03/2025 17:16:07,3.76,8.95,0.51,1.01,68.0
12/03/2025 17:21:16,3.59,14.09,0.18,0.67,66.0
12/03/2025 17:26:07,6.25,11.67,0.31,1.01,104.0
12/03/2025 17:30:53,17.22,13.01,0.19,0.67,130.0
12/03/2025 17:36:07,11.85,8.74,0.0,0.0,0.0
12/03/2025 17:40:53,16.3,9.63,0.0,0.0,0.0
12/03/2025 17:46:07,34.1,13.41,0.2,0.67,126.0
12/03/2025 17:50:53,37.39,11.03,0.13,0.67,116.0
12/03/2025 17:56:07,36.61,9.11,0.0,0.0,0.0
12/03/2025 18:00:56,36.06,9.82,0.0,0.0,0.0
12/03/2025 18:06:07,38.63,9.17,0.0,0.0,0.0
12/03/2025 18:10:55,37.93,11.27,0.0,0.0,0.0
12/03/2025 18:16:07,37.55,11.22,0.14,0.67,250.0
12/03/2025 18:21:13,35.1,9.8,0.01,0.34,289.0
12/03/2025 18:30:56,36.76,12.38,0.0,0.0,0.0
12/03/2025 18:36:08,33.48,7.8,0.17,1.01,286.0
12/03/2025 18:40:53,36.9,10.54,0.09,0.67,277.0
12/03/2025 18:46:07,36.59,8.81,0.27,1.34,233.0
12/03/2025 18:50:53,40.27,12.75,1.09,2.35,294.0
12/03/2025 18:56:07,28.89,3.81,1.01,3.69,298.0
12/03/2025 19:00:53,25.61,3.32,1.08,2.35,284.0
12/03/2025 19:06:07,26.02,4.32,1.23,3.02,274.0
12/03/2025 19:10:55,27.11,6.73,1.13,2.35,263.0
12/03/2025 19:16:07,23.95,1.94,1.04,2.68,272.0
12/03/2025 19:21:15,24.52,1.45,1.34,3.35,267.0
12/03/2025 19:26:08,25.4,1.51,1.23,2.35,289.0
12/03/2025 19:30:56,25.45,0.35,0.91,2.01,285.0
12/03/2025 19:46:07,27.66,0.31,0.91,2.01,235.0
12/03/2025 19:50:53,31.69,0.64,0.03,0.67,203.0
12/03/2025 19:56:07,34.53,2.36,0.27,1.34,226.0
12/03/2025 20:00:53,29.9,1.97,0.31,1.34,238.0
12/03/2025 20:06:07,29.95,2.46,0.0,0.0,0.0
12/03/2025 20:10:55,30.88,2.11,0.02,0.34,211.0
12/03/2025 20:16:07,30.36,3.43,0.34,1.68,198.0
12/03/2025 20:21:15,31.66,4.97,0.46,1.34,155.0
12/03/2025 20:26:08,26.4,0.68,0.15,1.01,208.0
12/03/2025 20:30:54,29.4,1.21,0.01,0.34,215.0
12/03/2025 20:36:07,30.22,3.15,0.11,1.01,206.0
12/03/2025 20:40:53,24.28,2.45,0.23,1.34,170.0
12/03/2025 20:46:07,26.23,2.98,0.21,1.01,196.0
12/03/2025 20:50:53,30.86,2.62,0.07,0.67,272.0
12/03/2025 20:56:07,29.17,2.31,0.05,0.67,316.0
12/03/2025 21:00:55,22.66,1.76,0.02,0.34,261.0
12/03/2025 21:06:07,26.65,2.41,0.04,0.34,261.0
12/03/2025 21:10:55,31.18,2.22,0.0,0.0,0.0
12/03/2025 21:16:07,26.89,4.18,0.0,0.0,0.0
12/03/2025 21:21:13,24.78,5.0,0.28,1.01,291.0
12/03/2025 21:26:08,27.93,4.39,0.07,0.67,281.0
12/03/2025 21:30:56,31.5,3.02,0.04,0.34,283.0
12/03/2025 21:36:07,25.8,4.46,0.02,0.34,280.0
12/03/2025 21:40:55,29.11,6.03,0.2,1.01,130.0
12/03/2025 21:46:07,34.36,6.22,0.02,0.34,111.0
12/03/2025 21:50:53,29.62,10.22,0.0,0.0,0.0
12/03/2025 21:56:07,28.32,8.77,0.0,0.0,0.0
12/03/2025 22:00:54,30.77,7.84,0.01,0.34,115.0
12/03/2025 22:06:07,28.83,6.08,0.0,0.0,0.0
12/03/2025 22:10:54,27.5,6.75,0.02,0.34,119.0
12/03/2025 22:16:07,30.93,5.96,0.02,0.34,118.0
12/03/2025 22:21:15,29.84,7.65,0.02,0.34,120.0
12/03/2025 22:26:07,29.27,7.59,0.17,0.67,14.0
12/03/2025 22:30:53,31.58,7.24,0.26,1.01,354.0
12/03/2025 22:36:07,27.87,8.94,0.34,0.67,354.0
12/03/2025 22:40:54,28.69,4.7,0.02,0.34,358.0
12/03/2025 22:46:07,32.93,7.94,0.01,0.34,358.0
12/03/2025 22:50:53,32.21,9.02,0.0,0.0,0.0
12/03/2025 22:56:07,30.91,6.94,0.0,0.0,0.0
12/03/2025 23:00:55,33.54,8.33,0.0,0.0,0.0
12/03/2025 23:06:08,30.65,7.88,0.0,0.0,0.0
12/03/2025 23:10:55,32.4,10.85,0.29,0.67,70.0
12/03/2025 23:16:08,34.85,9.05,0.41,0.67,94.0
12/03/2025 23:21:13,31.35,8.04,0.04,0.34,98.0
12/03/2025 23:26:08,31.84,9.9,0.0,0.0,0.0
12/03/2025 23:30:55,28.48,8.56,0.0,0.0,0.0
12/03/2025 23:36:07,25.76,8.14,0.0,0.0,0.0
12/03/2025 23:40:56,29.55,9.14,0.0,0.0,0.0
12/03/2025 23:46:07,31.7,8.55,0.0,0.0,0.0
12/03/2025 23:50:55,28.38,10.48,0.0,0.34,100.0
12/03/2025 23:56:08,31.08,12.31,0.11,0.67,282.0
13/03/2025 00:00:53,29.13,11.67,0.0,0.0,0.0
13/03/2025 00:06:08,30.08,12.13,0.0,0.0,0.0
13/03/2025 00:10:53,29.72,10.63,0.0,0.0,0.0
13/03/2025 00:16:07,31.78,14.5,0.06,0.34,288.0
13/03/2025 00:21:13,32.45,12.25,0.0,0.34,0.0
13/03/2025 00:26:07,34.27,18.31,0.0,0.0,0.0
13/03/2025 00:30:53,30.52,12.32,0.0,0.0,0.0
13/03/2025 00:36:07,27.25,9.2,0.0,0.0,0.0
13/03/2025 00:40:53,31.95,11.69,0.0,0.0,0.0
13/03/2025 00:46:07,29.8,12.69,0.01,0.34,290.0
13/03/2025 00:50:53,30.3,10.4,0.0,0.0,0.0
13/03/2025 00:56:07,31.53,15.63,0.0,0.0,0.0
13/03/2025 01:00:55,29.2,11.58,0.0,0.0,0.0
13/03/2025 01:06:08,32.56,13.44,0.0,0.0,0.0
13/03/2025 01:10:53,32.83,14.09,0.13,0.67,291.0
13/03/2025 01:16:07,30.61,12.36,0.0,0.34,290.0
13/03/2025 01:21:14,31.86,10.77,0.0,0.0,0.0
13/03/2025 01:26:07,29.06,12.51,0.0,0.0,0.0
13/03/2025 01:30:56,27.72,11.79,0.0,0.0,0.0
13/03/2025 01:36:07,31.71,12.26,0.0,0.0,0.0
13/03/2025 01:40:53,30.04,12.93,0.0,0.0,0.0
13/03/2025 01:46:07,30.04,14.73,0.0,0.0,0.0
13/03/2025 01:50:53,32.04,11.85,0.0,0.0,0.0
13/03/2025 01:56:07,30.84,12.69,0.0,0.0,0.0
13/03/2025 02:00:53,30.93,11.44,0.0,0.0,0.0
13/03/2025 02:06:07,33.06,11.43,0.0,0.0,0.0
13/03/2025 02:10:54,30.55,14.94,0.0,0.0,0.0
13/03/2025 02:16:07,31.32,11.77,0.0,0.0,0.0
13/03/2025 02:21:17,33.15,13.14,0.0,0.0,0.0
13/03/2025 02:26:08,30.2,8.51,0.0,0.0,0.0
13/03/2025 02:30:55,31.07,13.21,0.26,0.67,256.0
13/03/2025 02:36:08,31.02,10.94,0.02,0.34,235.0
13/03/2025 02:40:56,28.86,11.1,0.29,0.67,121.0
13/03/2025 02:46:08,29.95,9.37,0.0,0.0,0.0
13/03/2025 02:50:53,30.5,9.39,0.0,0.0,0.0
13/03/2025 02:56:08,30.56,10.82,0.0,0.0,0.0
13/03/2025 03:00:54,32.39,11.75,0.08,0.67,205.0
13/03/2025 03:06:08,30.82,12.43,0.09,0.67,246.0
13/03/2025 03:10:57,29.38,11.31,0.09,0.67,224.0
13/03/2025 03:16:08,31.93,10.62,0.01,0.34,221.0
13/03/2025 03:21:13,28.52,10.4,0.07,0.67,201.0
13/03/2025 03:26:07,30.81,10.99,0.05,0.67,199.0
13/03/2025 03:30:56,31.58,11.39,0.02,0.34,196.0
13/03/2025 03:36:08,28.36,12.04,0.0,0.0,0.0
13/03/2025 03:40:55,28.67,11.79,0.0,0.0,0.0
13/03/2025 03:46:08,30.34,14.36,0.04,0.34,216.0
13/03/2025 03:50:55,26.23,12.14,0.12,0.67,286.0
13/03/2025 03:56:08,25.76,10.48,0.03,0.67,245.0
13/03/2025 04:00:54,26.58,9.41,0.18,0.67,203.0
13/03/2025 04:06:09,25.91,10.35,0.07,0.67,204.0
13/03/2025 04:10:55,27.52,9.43,0.03,0.67,313.0
13/03/2025 04:16:07,28.34,8.3,0.0,0.0,0.0
13/03/2025 04:21:16,23.04,8.06,0.36,1.34,264.0
13/03/2025 04:26:08,23.71,9.05,0.33,1.34,238.0
13/03/2025 04:30:57,24.44,7.05,0.45,1.68,221.0
13/03/2025 04:36:08,25.08,8.98,0.06,0.67,126.0
13/03/2025 04:40:53,26.83,7.37,0.0,0.34,292.0
13/03/2025 04:46:07,28.02,7.99,0.09,0.67,317.0
13/03/2025 04:50:53,24.78,5.9,0.0,0.0,0.0
13/03/2025 04:56:07,25.17,7.05,0.09,0.67,245.0
13/03/2025 05:00:53,26.0,5.99,0.01,0.34,216.0
13/03/2025 05:06:09,26.14,7.58,0.39,1.01,283.0
13/03/2025 05:10:56,24.38,4.83,0.2,1.01,289.0
13/03/2025 05:16:08,27.86,6.86,0.1,1.01,280.0
13/03/2025 05:21:16,26.55,6.77,0.51,1.34,170.0
13/03/2025 05:26:08,29.04,24.44,0.11,0.67,166.0
13/03/2025 05:30:54,29.73,8.26,0.16,0.67,262.0
13/03/2025 05:36:08,26.21,4.45,0.13,1.01,306.0
13/03/2025 05:40:57,27.45,5.94,0.37,1.01,300.0
13/03/2025 05:46:09,25.42,3.79,0.01,0.34,295.0
13/03/2025 05:50:56,26.02,5.1,0.0,0.0,0.0
13/03/2025 05:56:07,28.67,5.61,0.0,0.0,0.0
13/03/2025 06:00:55,27.7,6.55,0.09,1.01,302.0
13/03/2025 06:06:09,28.0,4.66,0.33,1.34,322.0
13/03/2025 06:10:55,29.04,4.4,0.01,0.34,318.0
13/03/2025 06:16:09,28.02,2.97,0.0,0.0,0.0
13/03/2025 06:21:14,25.69,4.43,0.08,0.67,300.0
13/03/2025 06:26:08,29.32,5.5,0.0,0.0,0.0
13/03/2025 06:30:55,28.85,5.85,0.04,0.67,272.0
13/03/2025 06:36:08,31.21,6.9,0.01,0.34,221.0
13/03/2025 06:40:54,31.38,4.87,0.09,0.67,221.0
13/03/2025 06:46:08,29.65,5.77,0.06,0.67,221.0
13/03/2025 06:50:56,31.95,5.42,0.0,0.0,0.0
13/03/2025 06:56:08,30.67,5.08,0.02,0.34,239.0
13/03/2025 07:00:54,30.79,6.77,0.04,0.34,258.0
13/03/2025 07:06:08,29.63,7.39,0.44,1.01,177.0
13/03/2025 07:10:53,26.72,6.43,0.18,1.01,293.0
13/03/2025 07:16:08,24.6,7.53,0.08,0.67,291.0
13/03/2025 07:21:16,24.67,9.96,0.67,1.68,178.0
13/03/2025 07:26:08,26.3,11.11,0.85,1.68,172.0
13/03/2025 07:30:56,25.28,8.98,0.5,1.68,194.0
13/03/2025 07:36:07,22.84,11.39,0.85,2.01,171.0
13/03/2025 07:40:54,24.8,11.64,0.71,1.68,167.0
13/03/2025 07:46:07,27.19,11.59,0.69,2.01,172.0
13/03/2025 07:50:54,23.92,10.05,0.76,1.68,184.0
13/03/2025 07:56:07,23.93,9.88,0.31,1.01,178.0
13/03/2025 08:00:55,25.65,10.7,0.05,0.67,174.0
13/03/2025 08:06:07,23.54,10.63,0.07,0.67,176.0
13/03/2025 08:10:54,25.09,11.75,0.09,0.67,180.0
13/03/2025 08:16:07,22.46,15.58,0.29,1.01,278.0
13/03/2025 08:21:13,19.71,13.51,0.52,1.68,292.0
13/03/2025 08:26:07,15.72,16.95,0.38,1.01,289.0
13/03/2025 08:30:53,13.3,19.78,0.53,1.34,290.0
13/03/2025 08:36:07,11.15,20.85,0.36,1.01,278.0
13/03/2025 08:40:53,6.57,19.72,0.21,0.67,250.0
13/03/2025 08:46:07,5.34,21.62,0.58,1.68,284.0
13/03/2025 08:50:53,3.9,20.44,0.18,1.34,277.0
13/03/2025 08:56:07,3.23,19.6,0.17,1.34,287.0
13/03/2025 09:00:55,3.77,20.12,0.11,0.67,249.0
13/03/2025 09:06:07,3.59,21.08,0.14,0.67,253.0
13/03/2025 09:10:55,3.6,23.17,0.12,1.01,261.0
13/03/2025 09:16:07,5.75,25.07,0.36,2.01,258.0
13/03/2025 09:21:13,3.26,19.48,1.03,2.01,295.0
13/03/2025 09:26:08,3.83,20.63,0.86,2.01,289.0
13/03/2025 09:30:55,3.33,21.14,0.99,2.35,303.0
13/03/2025 09:36:07,3.62,23.05,0.98,2.35,288.0
13/03/2025 09:40:55,3.61,18.59,1.07,2.68,302.0
13/03/2025 09:46:07,3.28,24.46,0.84,2.01,299.0
13/03/2025 09:50:53,4.07,23.69,0.76,2.01,304.0
13/03/2025 09:56:07,3.22,23.43,0.72,2.35,287.0
13/03/2025 10:00:53,3.64,23.25,0.93,2.35,237.0
13/03/2025 10:06:08,3.54,21.98,0.7,1.68,229.0
13/03/2025 10:10:53,3.51,23.05,0.76,2.35,296.0
13/03/2025 10:16:07,3.67,19.18,0.66,1.68,273.0
13/03/2025 10:21:15,3.15,21.68,0.88,2.01,299.0
13/03/2025 10:26:08,3.67,24.9,1.06,2.35,292.0
13/03/2025 10:30:53,3.53,19.12,0.54,2.01,190.0
13/03/2025 10:36:07,3.55,18.7,0.78,2.01,321.0
13/03/2025 10:40:54,3.71,15.38,0.89,2.35,288.0
13/03/2025 10:46:08,3.17,16.34,1.01,2.01,312.0
13/03/2025 10:50:56,3.85,9.0,0.81,1.68,332.0
13/03/2025 10:56:08,3.53,15.09,0.63,2.01,294.0
13/03/2025 11:00:55,3.34,18.02,0.46,1.68,325.0
13/03/2025 11:06:07,3.62,15.41,0.75,1.68,287.0
13/03/2025 11:10:54,3.38,14.89,0.43,1.68,256.0
13/03/2025 11:16:07,3.66,13.12,0.51,1.34,324.0
13/03/2025 11:21:13,3.61,18.61,0.6,1.68,267.0
13/03/2025 11:26:07,3.62,16.05,0.69,1.68,290.0
13/03/2025 11:30:55,3.73,12.45,0.75,2.01,269.0
13/03/2025 11:36:08,3.24,13.11,0.49,1.34,281.0
13/03/2025 11:40:52,4.0,13.53,0.83,2.01,301.0
13/03/2025 11:46:07,3.23,15.11,0.58,1.34,308.0
13/03/2025 11:50:53,3.73,12.96,0.85,2.01,278.0
13/03/2025 11:56:08,3.41,10.58,0.77,2.01,315.0
13/03/2025 12:00:54,3.47,16.1,0.47,1.68,310.0
13/03/2025 12:06:08,3.67,14.46,0.79,2.01,294.0
13/03/2025 12:10:54,3.07,16.5,0.93,2.01,299.0
13/03/2025 12:16:08,3.82,13.89,1.18,2.68,284.0
13/03/2025 12:21:15,3.57,14.03,1.27,2.68,285.0
13/03/2025 12:27:08,3.52,20.98,1.22,3.02,281.0
13/03/2025 12:30:53,3.51,16.14,0.87,2.01,231.0
13/03/2025 12:36:07,3.31,16.03,0.55,1.68,253.0
13/03/2025 12:40:54,3.8,18.39,1.28,4.36,276.0
13/03/2025 12:46:07,3.6,19.2,2.01,4.36,271.0
13/03/2025 12:50:54,3.38,18.6,2.11,4.69,289.0
13/03/2025 12:56:07,3.82,12.69,1.85,4.02,253.0
13/03/2025 13:00:56,3.0,12.37,1.53,2.68,285.0
13/03/2025 13:06:08,3.84,14.75,1.44,3.02,297.0
13/03/2025 13:10:55,6.95,12.29,0.71,2.35,278.0
13/03/2025 13:21:13,15.91,10.21,0.01,0.34,199.0
13/03/2025 13:26:13,25.63,13.84,0.09,1.01,240.0
13/03/2025 13:30:53,27.17,12.8,0.1,1.01,264.0
13/03/2025 13:36:08,29.52,12.9,0.48,1.68,288.0
13/03/2025 13:40:53,16.6,1.62,0.62,2.01,288.0
13/03/2025 13:46:08,5.86,13.42,0.44,1.68,254.0
13/03/2025 13:50:55,5.26,19.09,0.66,2.01,207.0
13/03/2025 13:56:07,4.24,24.99,0.63,2.35,263.0
13/03/2025 14:00:55,3.2,22.02,0.69,1.68,243.0
13/03/2025 14:06:07,3.71,32.18,0.43,1.68,209.0
13/03/2025 14:10:53,3.29,21.08,0.86,2.01,239.0
13/03/2025 14:16:07,3.62,32.2,0.97,3.35,279.0
13/03/2025 14:21:13,3.65,29.13,1.15,2.68,300.0
13/03/2025 14:26:07,3.14,27.13,0.76,2.01,289.0
13/03/2025 14:30:56,3.95,27.32,1.18,3.35,305.0
13/03/2025 14:36:07,3.34,17.89,1.75,3.02,315.0
13/03/2025 14:40:54,3.59,20.82,1.18,3.02,342.0
13/03/2025 14:46:07,3.59,26.67,1.51,3.02,314.0
13/03/2025 14:50:53,3.3,27.57,1.52,3.02,311.0
13/03/2025 14:56:08,3.73,20.34,1.42,2.68,299.0
13/03/2025 15:00:53,3.19,18.19,2.03,3.35,322.0
13/03/2025 15:06:07,3.8,20.57,2.07,3.35,324.0
13/03/2025 15:10:54,3.68,17.88,1.25,3.02,298.0
13/03/2025 15:16:07,3.24,19.72,1.1,3.02,326.0
13/03/2025 15:21:15,3.68,15.66,1.22,2.68,310.0
13/03/2025 15:26:08,3.23,20.88,1.35,3.02,314.0
13/03/2025 15:30:53,3.82,21.42,0.91,2.68,266.0
13/03/2025 15:36:08,3.57,21.6,0.94,2.68,242.0
13/03/2025 15:40:55,3.42,18.9,1.27,2.68,264.0
13/03/2025 15:46:08,3.65,21.67,1.19,2.35,303.0
13/03/2025 15:50:53,3.34,16.48,1.42,3.02,296.0
13/03/2025 15:56:08,3.8,13.38,1.91,5.03,256.0
13/03/2025 16:00:53,12.59,15.32,0.61,2.35,213.0
13/03/2025 16:06:08,18.15,11.1,0.75,3.02,216.0
13/03/2025 16:10:54,21.65,9.03,0.2,1.34,134.0
13/03/2025 16:16:07,32.13,7.41,0.71,2.35,156.0
13/03/2025 16:21:15,37.73,6.63,1.36,3.02,180.0
13/03/2025 16:26:07,45.65,4.27,1.05,2.01,153.0
13/03/2025 16:30:55,48.51,3.51,1.67,2.35,136.0
13/03/2025 16:36:08,48.66,2.75,1.74,2.68,141.0
13/03/2025 16:40:56,54.61,1.43,1.41,2.01,131.0
13/03/2025 16:46:07,56.54,5.12,1.2,2.01,124.0
13/03/2025 16:50:53,44.36,1.41,0.91,1.68,141.0
13/03/2025 16:56:07,26.2,4.16,0.14,0.67,185.0
13/03/2025 17:00:53,19.47,7.32,0.37,1.01,182.0
13/03/2025 17:06:07,22.15,12.09,0.53,1.34,169.0
13/03/2025 17:10:53,29.07,14.82,0.36,1.34,174.0
13/03/2025 17:16:07,21.4,13.02,0.88,2.01,174.0
13/03/2025 17:21:16,12.63,13.84,0.83,1.68,167.0
13/03/2025 17:30:53,4.78,32.5,0.38,1.34,230.0
13/03/2025 17:36:07,3.73,28.39,0.38,2.01,199.0
13/03/2025 17:40:53,3.12,18.16,0.48,1.34,260.0
13/03/2025 17:46:08,3.66,20.07,0.41,2.01,250.0
13/03/2025 17:50:53,3.34,19.36,0.98,2.35,247.0
13/03/2025 17:56:08,3.75,17.68,0.77,1.68,243.0
13/03/2025 18:00:55,3.5,17.03,0.59,2.01,225.0
13/03/2025 18:06:07,6.86,14.96,0.63,1.34,231.0
13/03/2025 18:10:56,12.8,13.01,0.44,1.68,243.0
13/03/2025 18:16:07,20.25,10.27,0.28,1.01,46.0
13/03/2025 18:21:14,21.84,13.83,0.33,1.01,197.0
13/03/2025 18:26:08,23.83,14.79,0.28,1.01,215.0
13/03/2025 18:30:55,24.33,9.23,0.28,1.34,74.0
13/03/2025 18:36:07,30.4,8.06,0.19,1.01,21.0
13/03/2025 18:40:55,34.02,7.7,0.25,1.01,62.0
13/03/2025 18:46:07,37.28,6.71,0.25,1.01,53.0
13/03/2025 18:50:53,39.32,6.83,0.04,0.34,64.0
13/03/2025 18:56:07,39.84,4.05,0.1,1.01,65.0
13/03/2025 19:00:53,41.8,6.09,0.14,0.67,38.0
13/03/2025 19:06:07,43.51,4.98,0.05,0.67,34.0
13/03/2025 19:10:53,42.47,5.02,0.04,0.34,25.0
13/03/2025 19:16:07,43.11,3.56,0.0,0.0,0.0
13/03/2025 19:21:16,46.06,7.0,0.41,1.01,122.0
13/03/2025 19:26:08,46.29,7.46,0.82,1.68,172.0
13/03/2025 19:30:55,45.19,5.58,0.71,1.34,171.0
13/03/2025 19:36:07,45.57,5.81,0.78,1.34,177.0
13/03/2025 19:40:55,43.58,3.22,0.0,0.0,0.0
13/03/2025 19:46:07,42.31,2.57,0.0,0.0,0.0
13/03/2025 19:50:53,43.7,5.12,0.08,0.67,50.0
13/03/2025 19:56:07,41.6,3.3,0.0,0.0,0.0
13/03/2025 20:00:53,42.14,5.69,0.15,1.01,11.0
13/03/2025 20:06:07,44.46,6.76,0.2,0.67,25.0
13/03/2025 20:10:53,39.79,3.28,0.16,1.01,51.0
13/03/2025 20:16:07,33.37,1.45,0.28,1.34,96.0
13/03/2025 20:21:16,33.18,3.1,0.15,0.67,134.0
13/03/2025 20:26:07,33.58,4.92,0.0,0.0,0.0
13/03/2025 20:30:53,35.36,3.97,0.0,0.0,0.0
13/03/2025 20:36:07,35.22,5.75,0.6,1.68,148.0
13/03/2025 20:40:53,37.42,5.03,0.88,1.34,177.0
13/03/2025 20:46:07,35.95,2.98,0.12,1.01,183.0
13/03/2025 20:50:53,35.17,3.82,0.44,1.34,180.0
13/03/2025 20:56:07,38.04,5.75,0.83,1.68,174.0
