TIME,CH3SH PPB Médio,CH3SH PPB Máximo,CH3SH PPB Mínimo,CH3SH uG Médio
2026-03-25 21:42:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-25 22:12:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-25 22:42:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-25 22:42:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-25 23:12:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-25 23:12:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-25 23:42:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 00:12:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 00:12:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 00:42:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 00:42:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 01:13:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 01:13:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 01:43:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 01:43:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 02:13:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 02:43:19,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 02:43:19,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 03:13:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 03:43:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 04:13:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 04:13:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 05:13:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 05:13:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 05:44:02,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 05:44:02,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 06:14:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 06:14:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 06:44:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 06:44:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 07:14:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 07:14:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 07:44:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 08:44:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 08:44:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 09:14:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 09:14:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 09:45:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 10:15:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 10:45:30,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 11:15:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 11:46:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 12:16:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 12:46:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 13:16:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 14:16:32,4 ppb,7 ppb,1 ppb,8 ppb
2026-03-26 14:46:38,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 15:16:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 15:46:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 16:17:02,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 16:47:09,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 16:47:09,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 17:17:15,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 17:47:21,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 18:17:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 18:17:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 18:47:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 19:17:40,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 19:17:40,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 19:47:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 20:17:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 21:18:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 21:18:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 21:48:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 21:48:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 22:18:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 22:18:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 22:48:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 22:48:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 23:18:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-26 23:48:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 00:18:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 00:48:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 01:18:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 01:49:12,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 17:52:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 17:52:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 18:22:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 18:52:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 18:52:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 18:52:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 19:23:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 19:23:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 19:23:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 19:53:06,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 20:23:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 20:53:19,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 21:23:25,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 21:23:25,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 21:53:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 21:53:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 22:23:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 22:23:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 22:23:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 22:53:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 23:23:50,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 23:23:50,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 23:53:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-27 23:53:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 00:24:02,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 00:54:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 00:54:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 00:54:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 01:24:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 01:24:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 01:24:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 01:54:21,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 01:54:21,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 02:24:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 02:54:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 02:54:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 02:54:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 03:24:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 03:24:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 03:54:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 03:54:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 04:24:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 04:24:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 04:54:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 04:54:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 05:25:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 05:25:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 05:25:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 05:55:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 05:55:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 06:25:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 06:25:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 06:55:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 07:25:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 07:55:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 08:25:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 08:55:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 09:25:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 09:25:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 09:25:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 09:56:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 10:26:18,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 10:56:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 11:26:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 11:56:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 11:56:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 12:26:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 12:56:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 12:56:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 13:26:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 13:57:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 14:27:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 14:27:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 15:27:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 15:57:32,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 15:57:32,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 16:27:38,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 16:27:38,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 16:57:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 16:57:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 17:27:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 17:57:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 18:28:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 18:28:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 19:28:15,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 19:58:21,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 20:28:33,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 20:28:33,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 20:58:40,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 21:28:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 21:58:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 21:58:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 21:58:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 22:28:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 22:59:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 22:59:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 22:59:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 23:29:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-28 23:59:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 00:29:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 00:59:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 01:29:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 01:29:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 01:29:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 01:59:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 02:29:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 02:59:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 02:59:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 03:30:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 04:00:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 04:30:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 04:30:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 05:00:19,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 05:30:25,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 06:00:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 06:00:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 06:30:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 07:00:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 07:30:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 08:01:02,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 08:31:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 09:01:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 09:31:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 10:01:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 10:31:33,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 10:31:33,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 11:01:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 11:01:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 11:31:45,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 12:01:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 12:31:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 13:32:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 14:02:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 14:02:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 14:32:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 15:02:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 15:32:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 15:32:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 15:32:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 16:02:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 16:32:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 17:33:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 18:03:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 18:03:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 18:33:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 19:03:30,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 19:33:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 19:33:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 20:03:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 20:33:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 21:03:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 21:34:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 22:04:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 22:34:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 23:04:19,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 23:34:26,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-29 23:34:26,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 00:34:38,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 01:04:50,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 01:35:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 02:05:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 02:05:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 02:35:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 02:35:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 03:05:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 03:36:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 04:36:12,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 05:06:18,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 05:36:25,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 06:06:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 06:06:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 06:36:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 07:06:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 07:36:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 07:36:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 08:06:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 08:37:02,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 08:37:02,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 09:07:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 09:37:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 09:37:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 09:37:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 10:07:21,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 11:07:33,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 11:37:45,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 12:07:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 12:38:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 13:08:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 13:38:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 13:38:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 14:08:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 15:09:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 16:09:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 16:09:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 16:39:25,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 17:09:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 17:09:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 17:09:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 17:39:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 17:39:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 17:39:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 18:09:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 18:39:50,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 19:10:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 19:40:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 20:10:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 20:40:40,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 21:10:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 21:10:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 21:41:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 22:11:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 22:41:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 23:11:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-30 23:42:15,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 00:12:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 00:12:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 11:47:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 12:47:33,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 12:47:33,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 12:47:33,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 13:17:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 13:17:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 13:17:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 13:47:45,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 13:47:45,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 14:17:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 14:17:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 14:47:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 14:47:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 15:18:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 15:18:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 15:18:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 15:48:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 15:48:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 16:18:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 16:18:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 16:48:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 16:48:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 16:48:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 17:18:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 18:18:47,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 18:18:47,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 18:48:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 18:48:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 19:19:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 19:19:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 19:49:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 19:49:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 19:49:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 20:19:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 20:19:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 20:49:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 20:49:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 21:19:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 21:19:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 22:49:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 23:19:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 23:50:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 23:50:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-03-31 23:50:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 00:20:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 00:20:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 00:50:25,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 00:50:25,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 01:20:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 01:20:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 01:50:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 01:50:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 02:21:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 02:21:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 02:51:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 02:51:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 03:21:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 04:21:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 04:51:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 05:21:59,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 05:21:59,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 05:52:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 06:22:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 06:22:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 07:22:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 07:52:30,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 07:52:30,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 08:22:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 09:22:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 09:53:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 10:23:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 10:53:26,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 11:23:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 11:23:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 11:23:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 11:53:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 12:24:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 12:54:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 12:54:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 13:24:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 13:54:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 13:54:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 13:54:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 14:24:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 14:54:35,3 ppb,7 ppb,1 ppb,6 ppb
