TIME,Direção do vento
2026-04-07 21:01:31,0
2026-04-07 21:31:37,0
2026-04-07 22:01:43,0
2026-04-07 22:31:50,0
2026-04-07 22:31:50,0
2026-04-07 23:01:56,0
2026-04-07 23:32:02,0
2026-04-08 00:02:08,0
2026-04-08 00:32:14,0
2026-04-08 01:02:20,0
2026-04-08 01:32:27,0
2026-04-08 01:32:27,0
2026-04-08 02:02:38,0
2026-04-08 02:02:38,0
2026-04-08 02:32:45,0
2026-04-08 03:02:51,0
2026-04-08 03:32:57,0
2026-04-08 04:03:03,0
2026-04-08 04:33:10,0
2026-04-08 05:03:16,0
2026-04-08 05:03:16,0
2026-04-08 05:33:22,0
2026-04-08 05:33:22,0
2026-04-08 06:03:28,0
2026-04-08 06:33:35,0
2026-04-08 06:33:35,0
2026-04-08 07:33:47,0
2026-04-08 08:03:53,0
2026-04-08 08:03:53,0
2026-04-08 08:33:59,0
2026-04-08 09:04:06,0
2026-04-08 09:04:06,0
2026-04-08 09:34:12,0
2026-04-08 10:34:24,0
2026-04-08 10:34:24,0
2026-04-08 10:34:24,0
2026-04-08 11:04:42,0
2026-04-08 11:34:55,0
2026-04-08 11:34:55,0
2026-04-08 12:05:07,0
2026-04-08 12:35:20,0
2026-04-08 13:05:33,0
2026-04-08 13:35:52,0
2026-04-08 14:05:58,0
2026-04-08 14:36:04,0
2026-04-08 15:06:10,0
2026-04-08 15:06:10,0
2026-04-08 15:36:17,0
2026-04-08 16:06:23,0
2026-04-08 17:06:35,0
2026-04-08 18:06:53,0
2026-04-08 18:37:05,0
2026-04-08 19:07:18,0
2026-04-08 19:37:31,0
2026-04-08 20:07:51,0
2026-04-08 20:07:51,0
2026-04-08 20:37:57,0
2026-04-08 21:38:21,0
2026-04-08 22:08:27,0
2026-04-08 22:38:34,0
2026-04-08 23:38:46,0
2026-04-08 23:38:46,0
2026-04-09 00:08:52,0
2026-04-09 00:08:52,0
2026-04-09 00:38:59,0
2026-04-09 01:09:05,0
2026-04-09 01:09:05,0
2026-04-09 01:09:05,0
2026-04-09 01:39:11,0
2026-04-09 02:39:24,0
2026-04-09 03:09:35,0
2026-04-09 03:39:48,0
2026-04-09 04:10:08,0
2026-04-09 04:10:08,0
2026-04-09 04:40:14,0
2026-04-09 04:40:14,0
2026-04-09 05:10:27,0
2026-04-09 05:40:46,0
2026-04-09 06:10:51,0
2026-04-09 07:11:04,0
2026-04-09 07:41:10,0
2026-04-09 08:11:16,0
2026-04-09 08:41:22,0
2026-04-09 09:11:29,0
2026-04-09 09:11:29,0
